sequence_pos,item_type
1,3
2,2
3,0
4,0
5,0
6,1
7,1
8,1
9,1
10,1
11,1
12,2
13,3
14,3
15,3
16,2
17,2
18,2
19,1
20,1
21,3
22,3
23,3
