sequence_pos,item_type
1,6
2,2
3,2
4,2
5,1
6,1
7,1
8,6
9,2
10,2
11,2
12,3
13,3
14,4
15,3
16,3
17,5
18,0
19,6
20,6
21,0
22,0
23,6
24,6
25,6
26,5
27,2
28,2
29,2
30,0
31,0
32,0
