conv_num,circle,pentagon,trapezoid,triangle,star,moon,heart,cross
1,5,0,0,0,0,0,0,0
2,0,5,0,0,0,0,0,0
3,7,3,0,0,0,0,0,0
4,3,3,0,0,0,0,0,0
