sequence_pos,item_type
1,4
2,4
3,4
4,4
5,4
6,0
7,0
8,3
9,3
10,3
11,2
12,2
13,0
14,3
15,3
16,3
17,2
18,4
19,4
20,4
21,0
22,0
23,0
24,3
25,3
26,3
27,1
28,4
29,4
30,4
