conv_num,circle,pentagon,trapezoid,triangle,star,moon,heart,cross
1,2,3,3,0,0,0,0,0
2,0,4,4,3,4,0,0,0
3,2,1,0,1,0,0,0,0
4,0,2,0,3,0,0,0,0
