sequence_pos,item_type
1,2
2,6
3,6
4,6
5,4
6,4
7,6
8,6
9,6
10,5
11,5
12,5
13,3
14,3
15,3
16,3
17,4
18,4
19,1
20,0
21,0
22,0
23,0
24,0
25,3
26,3
27,1
28,1
29,5
30,3
31,0
32,0
33,0
