sequence_pos,item_type
1,4
2,2
3,2
4,1
5,1
6,1
7,1
8,1
9,4
10,3
11,3
12,2
13,2
14,2
15,3
16,3
17,0
18,1
19,0
20,0
21,4
22,4
23,2
24,2
25,2
26,0
27,0
28,0
29,2
30,3
31,3
32,3
