conv_num,circle,pentagon,trapezoid,triangle,star,moon,heart,cross
1,2,2,2,0,0,0,0,6
2,0,3,5,1,0,0,0,5
3,0,3,0,0,1,2,2,0
4,0,0,3,3,0,0,1,0
