sequence_pos,item_type
1,1
2,3
3,3
4,3
5,6
6,5
7,5
8,5
9,4
10,2
11,2
12,6
13,6
14,4
15,4
16,4
17,4
18,4
19,5
20,2
21,2
22,1
23,3
24,3
25,3
26,6
