sequence_pos,item_type
1,2
2,2
3,7
4,7
5,5
6,5
7,5
8,1
9,1
10,0
11,7
12,7
13,4
14,2
15,2
16,6
17,0
18,6
19,6
20,3
21,3
22,7
23,7
24,7
25,2
26,2
27,5
