conv_num,circle,pentagon,trapezoid,triangle,star,moon,heart,cross
1,0,4,4,4,2,3,0,0
2,0,1,1,2,4,5,0,0
3,0,2,6,0,0,3,0,0
4,0,0,0,1,0,0,0,0
