sequence_pos,item_type
1,3
2,3
3,3
4,4
5,7
6,7
7,5
8,5
9,5
10,5
11,4
12,4
13,4
14,7
15,7
16,7
17,2
18,2
19,2
20,2
21,2
22,2
23,4
24,4
25,4
26,2
27,5
28,2
29,2
30,2
31,7
32,7
33,7
