sequence_pos,item_type
1,2
2,3
3,3
4,4
5,4
6,0
7,0
8,5
9,5
10,5
11,5
12,5
13,1
14,3
15,3
16,5
17,5
18,5
19,4
20,4
21,4
22,3
23,3
24,4
25,4
26,4
27,1
