sequence_pos,item_type
1,5
2,5
3,5
4,2
5,2
6,4
7,5
8,8
9,8
10,8
11,3
12,3
13,8
14,2
15,3
16,5
17,1
18,1
19,1
20,7
21,0
22,2
23,0
24,0
25,0
26,5
27,1
28,5
29,5
30,4
31,4
32,4
33,6
34,6
