conv_num,circle,pentagon,trapezoid,triangle,star,moon,heart,cross
1,2,1,0,0,0,3,0,0
2,1,1,2,0,2,0,0,0
3,0,2,3,0,1,4,3,0
4,0,0,0,0,0,0,3,0
