sequence_pos,item_type
1,8
2,3
3,3
4,0
5,0
6,7
7,7
8,7
9,6
10,6
11,6
12,8
13,8
14,8
15,4
16,0
17,0
18,5
19,7
20,5
21,5
22,2
23,2
24,6
25,6
26,6
27,2
28,2
29,2
30,0
31,0
32,0
