sequence_pos,item_type
1,4
2,4
3,4
4,2
5,2
6,1
7,1
8,2
9,2
10,2
11,0
12,0
13,4
14,4
15,3
16,3
17,3
18,1
19,1
20,2
21,2
22,3
23,3
24,1
25,1
26,1
27,4
28,0
29,2
30,2
31,4
32,4
33,3
34,3
35,3
