sequence_pos,item_type
1,3
2,1
3,1
4,0
5,0
6,6
7,6
8,6
9,6
10,6
11,6
12,2
13,2
14,3
15,1
16,1
17,1
18,1
19,3
20,3
21,3
22,3
23,3
24,3
25,6
26,6
27,6
