sequence_pos,item_type
1,5
2,3
3,7
4,7
5,7
6,2
7,2
8,2
9,2
10,8
11,8
12,6
13,8
14,3
15,3
16,3
17,7
18,7
19,7
20,1
21,5
22,2
23,2
24,6
25,6
26,8
27,4
28,4
