sequence_pos,item_type
1,5
2,5
3,2
4,5
5,5
6,3
7,3
8,1
9,1
10,0
11,3
12,3
13,3
14,3
15,1
16,1
17,1
18,6
19,6
20,4
21,5
22,5
23,5
