conv_num,circle,pentagon,trapezoid,triangle,star,moon,heart,cross
1,2,0,0,0,0,0,0,0
2,7,7,0,0,0,0,0,0
3,1,1,0,0,0,0,0,0
4,5,0,0,0,0,0,0,0
