conv_num,circle,pentagon,trapezoid,triangle,star,moon,heart,cross
1,3,8,0,4,3,0,2,2
2,3,0,3,0,0,0,0,0
3,0,0,0,0,0,2,0,0
4,0,1,0,0,0,3,0,0
