sequence_pos,item_type
1,0
2,7
3,7
4,7
5,4
6,1
7,1
8,1
9,1
10,1
11,4
12,4
13,4
14,0
15,7
16,7
17,3
18,3
19,3
20,6
21,6
22,5
23,5
24,5
25,3
26,4
27,0
28,0
29,7
30,7
31,7
32,4
33,4
