conv_num,circle,pentagon,trapezoid,triangle,star,moon,heart,cross
1,0,0,0,3,0,3,2,0
2,3,0,0,1,6,0,0,5
3,1,0,0,0,1,0,0,3
4,0,5,0,0,0,0,0,0
