conv_num,circle,pentagon,trapezoid,triangle,star,moon,heart,cross
1,4,3,3,0,0,0,0,0
2,4,0,2,0,0,0,0,0
3,3,5,3,0,0,0,0,0
4,0,0,2,0,0,0,0,0
