conv_num,circle,pentagon,trapezoid,triangle,star,moon,heart,cross
1,6,0,0,0,0,0,0,0
2,5,0,0,0,0,0,0,0
3,2,0,0,0,0,0,0,0
4,8,0,0,0,0,0,0,0
