sequence_pos,item_type
1,5
2,5
3,5
4,7
5,7
6,2
7,2
8,5
9,5
10,2
11,3
12,3
13,1
14,1
15,1
16,5
17,5
18,1
19,2
20,4
21,4
22,2
23,2
24,2
25,0
26,0
27,3
28,3
29,5
30,5
31,4
32,4
