sequence_pos,item_type
1,5
2,5
3,5
4,1
5,1
6,5
7,0
8,6
9,4
10,5
11,5
12,5
13,4
14,4
15,4
16,5
17,5
18,5
19,1
20,1
21,1
22,1
23,0
