sequence_pos,item_type
1,5
2,6
3,6
4,1
5,1
6,6
7,6
8,6
9,5
10,5
11,5
12,1
13,1
14,1
15,2
16,3
17,3
18,3
19,0
20,0
21,6
22,6
23,4
24,2
25,2
26,4
27,4
28,0
29,0
30,2
