sequence_pos,item_type
1,4
2,4
3,2
4,2
5,4
6,4
7,6
8,6
9,2
10,6
11,6
12,6
13,0
14,0
15,2
16,2
17,4
18,4
19,4
20,7
21,7
22,7
23,1
24,5
25,5
26,5
27,0
28,5
29,5
30,1
31,1
32,3
33,3
