sequence_pos,item_type
1,8
2,8
3,8
4,2
5,5
6,5
7,8
8,8
9,1
10,8
11,8
12,8
13,2
14,2
15,0
16,0
17,5
18,5
19,1
20,1
21,7
22,7
23,7
24,3
25,1
26,1
27,1
28,7
29,0
30,4
31,4
32,4
33,1
34,1
35,1
