sequence_pos,item_type
1,7
2,7
3,7
4,5
5,5
6,5
7,0
8,0
9,3
10,3
11,3
12,2
13,2
14,0
15,4
16,4
17,4
18,1
19,7
20,0
21,0
22,0
23,4
24,4
25,4
26,1
27,1
28,1
29,3
30,3
31,3
32,4
33,2
34,3
35,3
36,3
