sequence_pos,item_type
1,2
2,2
3,2
4,7
5,4
6,4
7,4
8,3
9,3
10,3
11,0
12,0
13,7
14,1
15,1
16,5
17,2
18,2
19,6
20,6
21,0
22,0
23,0
24,4
25,4
26,1
27,1
28,1
29,3
30,3
31,3
32,7
33,7
34,7
