sequence_pos,item_type
1,1
2,1
3,5
4,5
5,5
6,3
7,2
8,2
9,2
10,3
11,0
12,0
13,0
14,4
15,4
16,4
17,5
18,5
19,5
20,4
21,4
22,4
23,1
24,4
25,2
26,2
27,2
28,5
29,3
30,3
31,6
32,6
