sequence_pos,item_type
1,2
2,3
3,3
4,4
5,4
6,0
7,0
8,5
9,5
10,1
11,3
12,3
13,5
14,5
15,5
16,4
17,4
18,4
19,3
20,3
21,4
22,4
23,4
24,1
25,5
26,5
27,5
