sequence_pos,item_type
1,1
2,1
3,1
4,0
5,1
6,1
7,4
8,4
9,2
10,2
11,2
12,4
13,4
14,4
15,4
16,3
17,3
18,3
19,5
20,6
21,6
22,6
23,3
24,3
25,3
26,3
27,3
28,6
29,6
30,6
