sequence_pos,item_type
1,3
2,3
3,0
4,0
5,0
6,4
7,0
8,3
9,3
10,2
11,4
12,4
13,3
14,3
15,2
16,2
17,2
18,2
19,1
20,1
21,1
22,6
23,4
