conv_num,circle,pentagon,trapezoid,triangle,star,moon,heart,cross
1,0,7,0,6,2,2,4,0
2,2,2,2,0,3,0,0,0
3,0,0,0,1,0,2,2,0
4,0,0,3,0,0,0,0,0
