conv_num,circle,pentagon,trapezoid,triangle,star,moon,heart,cross
1,2,3,6,2,0,0,0,0
2,2,0,0,0,0,0,0,0
3,1,5,2,0,0,0,0,0
4,0,0,0,2,0,0,0,0
