sequence_pos,item_type
1,2
2,4
3,4
4,0
5,0
6,0
7,3
8,3
9,3
10,2
11,3
12,3
13,3
14,2
15,2
16,2
17,5
18,5
19,4
20,4
21,4
22,4
23,4
