sequence_pos,item_type
1,3
2,3
3,3
4,5
5,5
6,5
7,1
8,1
9,4
10,3
11,5
12,2
13,2
14,3
15,3
16,0
17,1
18,1
19,2
20,5
21,0
22,0
23,0
24,1
25,1
26,1
27,4
28,4
29,3
30,3
