sequence_pos,item_type
1,0
2,1
3,2
4,1
5,1
6,3
7,3
8,6
9,6
10,0
11,5
12,5
13,5
14,3
15,4
16,4
17,4
18,2
19,0
20,0
21,1
22,3
23,3
24,4
25,4
26,2
