conv_num,circle,pentagon,trapezoid,triangle,star,moon,heart,cross
1,5,0,0,3,2,3,4,0
2,1,0,0,3,0,0,0,0
3,1,3,0,0,3,0,0,0
4,0,5,0,0,0,0,0,0
