sequence_pos,item_type
1,3
2,3
3,4
4,4
5,4
6,2
7,2
8,2
9,5
10,1
11,1
12,1
13,2
14,0
15,6
16,6
17,1
18,6
19,3
20,3
21,3
22,7
23,7
24,0
25,0
26,4
27,4
28,0
29,0
30,0
31,3
32,3
33,2
34,2
35,2
