conv_num,circle,pentagon,trapezoid,triangle,star,moon,heart,cross
1,0,4,1,1,0,1,0,0
2,0,8,3,3,4,6,0,0
3,0,0,0,0,3,3,0,0
4,0,3,4,0,0,3,0,0
