conv_num,circle,pentagon,trapezoid,triangle,star,moon,heart,cross
1,3,0,2,1,0,0,0,3
2,2,0,4,4,3,2,1,1
3,0,0,0,0,0,0,2,1
4,0,0,0,0,2,0,0,0
