conv_num,circle,pentagon,trapezoid,triangle,star,moon,heart,cross
1,5,1,0,0,0,0,0,0
2,5,5,0,0,0,0,0,0
3,4,5,0,0,0,0,0,0
4,1,0,0,0,0,0,0,0
