conv_num,circle,pentagon,trapezoid,triangle,star,moon,heart,cross
1,6,6,7,0,0,0,0,0
2,1,2,2,0,0,0,0,0
3,1,3,0,0,0,0,0,0
4,3,2,0,0,0,0,0,0
