sequence_pos,item_type
1,0
2,1
3,2
4,1
5,1
6,3
7,3
8,6
9,6
10,2
11,0
12,5
13,5
14,5
15,3
16,1
17,3
18,3
19,4
20,4
21,4
22,4
23,4
24,2
25,0
26,0
