sequence_pos,item_type
1,4
2,4
3,8
4,8
5,7
6,7
7,1
8,1
9,1
10,6
11,6
12,6
13,3
14,3
15,8
16,1
17,1
18,1
19,2
20,2
21,5
22,7
23,7
24,7
25,5
26,6
27,0
28,0
