conv_num,circle,pentagon,trapezoid,triangle,star,moon,heart,cross
1,1,5,0,0,0,0,0,0
2,6,6,3,0,0,0,0,0
3,0,3,4,0,0,0,0,0
4,2,0,0,0,0,0,0,0
