sequence_pos,item_type
1,3
2,3
3,2
4,4
5,4
6,4
7,0
8,0
9,0
10,2
11,2
12,3
13,0
14,0
15,1
16,4
17,4
18,4
19,0
20,0
21,0
22,1
23,1
24,2
25,2
26,2
27,3
28,3
29,2
30,2
31,3
