sequence_pos,item_type
1,1
2,6
3,6
4,6
5,4
6,4
7,0
8,7
9,7
10,7
11,3
12,3
13,3
14,5
15,4
16,1
17,1
18,6
19,6
20,6
21,4
22,5
23,5
24,4
25,4
26,6
27,6
28,2
