sequence_pos,item_type
1,0
2,0
3,0
4,1
5,1
6,2
7,2
8,2
9,0
10,0
11,2
12,2
13,2
14,2
15,1
16,1
17,0
18,0
19,2
20,2
21,1
22,1
23,1
