sequence_pos,item_type
1,6
2,6
3,2
4,2
5,2
6,4
7,4
8,4
9,1
10,3
11,3
12,3
13,3
14,3
15,1
16,1
17,1
18,1
19,1
20,4
21,7
22,7
23,7
24,1
25,7
26,7
27,7
28,0
29,0
30,1
