sequence_pos,item_type
1,2
2,2
3,2
4,7
5,4
6,4
7,4
8,1
9,1
10,5
11,2
12,2
13,3
14,3
15,3
16,6
17,6
18,0
19,0
20,0
21,4
22,4
23,1
24,1
25,1
26,3
27,3
28,3
29,7
30,7
31,7
32,0
33,0
34,7
